1180.000000, 1210.000000
700.000000, 1210.000000
700.000000, 1210.000000
700.000000, 1210.000000
700.000000, 1210.000000
0.000000, 0.000000
1340.000000, 700.000000
1340.000000, 700.000000
1340.000000, 700.000000
2050.000000, 2030.000000
1340.000000, 700.000000
0.000000, 0.000000
1480.000000, 700.000000
1480.000000, 700.000000
700.000000, 1480.000000
700.000000, 1480.000000
700.000000, 1480.000000
0.000000, 0.000000
1210.000000, 740.000000
1210.000000, 271.418610
1210.000000, 272.249068
1210.000000, 269.722713
1210.000000, 136.542822
0.000000, 0.000000
1340.000000, 131.591740
1340.000000, 235.801396
1340.000000, 236.216456
1340.000000, 0.979739
1340.000000, 131.874669
0.000000, 0.000000
1480.000000, 131.751300
1480.000000, 236.041516
1480.000000, 238.211936
1480.000000, 237.393555
131.384552, 131.915998
0.000000, 0.000000
135.443336, 30.456613
850.000000, 1210.000000
850.000000, 1210.000000
850.000000, 1210.000000
136.447062, 50.000000
55.000000, 60.000000
128.204174, 70.000000
850.000000, 80.000000
209.725924, 90.000000
208.571367, 100.000000
128.198878, 110.000000
115.000000, 120.000000
131.925196, 130.000000
236.168714, 140.000000
237.535375, 150.000000
236.804970, 160.000000
165.000000, 170.000000
175.000000, 180.000000
185.000000, 190.000000
255.384203, 268.503611
259.642045, 272.654258
259.110123, 272.024163
225.000000, 230.000000
235.000000, 240.000000
245.000000, 250.000000
257.065376, 260.000000
265.000000, 270.000000
275.000000, 280.000000
285.000000, 290.000000
295.000000, 300.000000
305.000000, 310.000000
315.000000, 320.000000
325.000000, 330.000000
335.000000, 340.000000
345.000000, 350.000000
355.000000, 360.000000
